# legacy_path	class	counterparts	symbol_hits	target_evidence	notes
engine/sources/effect_downsample_gbuffer.cpp	BASENAME	sources/vostok/render/engine/sources/effect_downsample_gbuffer.h;sources/vostok/render/engine/sources/effect_downsample_gbuffer.cpp	effect_downsample_gbuffer.h:1	target_evidence=1/1:effect_downsample_gbuffer	stubs_in_counterpart=1
engine/sources/effect_downsample_gbuffer.h	BASENAME	sources/vostok/render/engine/sources/effect_downsample_gbuffer.h;sources/vostok/render/engine/sources/effect_downsample_gbuffer.cpp	effect_downsample_gbuffer.h:1	target_evidence=1/1:effect_downsample_gbuffer	stubs_in_counterpart=1
engine/sources/effect_downsample_reflective_shadow_map.cpp	BASENAME	sources/vostok/render/engine/sources/effect_downsample_reflective_shadow_map.h;sources/vostok/render/engine/sources/effect_downsample_reflective_shadow_map.cpp	effect_downsample_reflective_shadow_map.h:1	target_evidence=1/1:effect_downsample_reflective_shadow_map	stubs_in_counterpart=1
engine/sources/effect_downsample_reflective_shadow_map.h	BASENAME	sources/vostok/render/engine/sources/effect_downsample_reflective_shadow_map.h;sources/vostok/render/engine/sources/effect_downsample_reflective_shadow_map.cpp	effect_downsample_reflective_shadow_map.h:1	target_evidence=1/1:effect_downsample_reflective_shadow_map	stubs_in_counterpart=1
engine/sources/effect_downsample_skin_irradiance_texture.cpp	BASENAME	sources/vostok/render/engine/sources/effect_downsample_skin_irradiance_texture.h;sources/vostok/render/engine/sources/effect_downsample_skin_irradiance_texture.cpp	effect_downsample_skin_irradiance_texture.h:1	target_evidence=1/1:effect_downsample_skin_irradiance_texture	stubs_in_counterpart=1
engine/sources/effect_downsample_skin_irradiance_texture.h	BASENAME	sources/vostok/render/engine/sources/effect_downsample_skin_irradiance_texture.h;sources/vostok/render/engine/sources/effect_downsample_skin_irradiance_texture.cpp	effect_downsample_skin_irradiance_texture.h:1	target_evidence=1/1:effect_downsample_skin_irradiance_texture	stubs_in_counterpart=1
engine/sources/effect_editor_accumulate_overdraw.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_accumulate_overdraw.h;sources/vostok/render/engine/sources/effect_editor_accumulate_overdraw.cpp	effect_editor_accumulate_overdraw.h:1	target_evidence=1/1:effect_editor_accumulate_overdraw	stubs_in_counterpart=1
engine/sources/effect_editor_accumulate_overdraw.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_accumulate_overdraw.h;sources/vostok/render/engine/sources/effect_editor_accumulate_overdraw.cpp	effect_editor_accumulate_overdraw.h:1	target_evidence=1/1:effect_editor_accumulate_overdraw	stubs_in_counterpart=1
engine/sources/effect_editor_apply_wireframe.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_apply_wireframe.h;sources/vostok/render/engine/sources/effect_editor_apply_wireframe.cpp	effect_editor_apply_wireframe.h:1	target_evidence=1/1:effect_editor_apply_wireframe	stubs_in_counterpart=1
engine/sources/effect_editor_apply_wireframe.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_apply_wireframe.h;sources/vostok/render/engine/sources/effect_editor_apply_wireframe.cpp	effect_editor_apply_wireframe.h:1	target_evidence=1/1:effect_editor_apply_wireframe	stubs_in_counterpart=1
engine/sources/effect_editor_gbuffer_to_screen.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_gbuffer_to_screen.cpp;sources/vostok/render/engine/sources/effect_editor_gbuffer_to_screen.h	effect_editor_gbuffer_to_screen.h:1	target_evidence=1/1:effect_editor_gbuffer_to_screen	stubs_in_counterpart=1
engine/sources/effect_editor_gbuffer_to_screen.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_gbuffer_to_screen.cpp;sources/vostok/render/engine/sources/effect_editor_gbuffer_to_screen.h	effect_editor_gbuffer_to_screen.h:1	target_evidence=1/1:effect_editor_gbuffer_to_screen	stubs_in_counterpart=1
engine/sources/effect_editor_geometry_complexity.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_geometry_complexity.cpp;sources/vostok/render/engine/sources/effect_editor_geometry_complexity.h	effect_editor_geometry_complexity.h:1	target_evidence=1/1:effect_editor_geometry_complexity	stubs_in_counterpart=1
engine/sources/effect_editor_geometry_complexity.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_geometry_complexity.cpp;sources/vostok/render/engine/sources/effect_editor_geometry_complexity.h	effect_editor_geometry_complexity.h:1	target_evidence=1/1:effect_editor_geometry_complexity	stubs_in_counterpart=1
engine/sources/effect_editor_model_ghost.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_model_ghost.h;sources/vostok/render/engine/sources/effect_editor_model_ghost.cpp	effect_editor_model_ghost.h:1	target_evidence=1/1:effect_editor_model_ghost	stubs_in_counterpart=1
engine/sources/effect_editor_model_ghost.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_model_ghost.h;sources/vostok/render/engine/sources/effect_editor_model_ghost.cpp	effect_editor_model_ghost.h:1	target_evidence=1/1:effect_editor_model_ghost	stubs_in_counterpart=1
engine/sources/effect_editor_selection.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_selection.cpp;sources/vostok/render/engine/sources/effect_editor_selection.h	effect_editor_selection.h:1	target_evidence=1/1:effect_editor_selection	stubs_in_counterpart=1
engine/sources/effect_editor_selection.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_selection.cpp;sources/vostok/render/engine/sources/effect_editor_selection.h	effect_editor_selection.h:1	target_evidence=1/1:effect_editor_selection	stubs_in_counterpart=1
engine/sources/effect_editor_shader_complexity.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_shader_complexity.h;sources/vostok/render/engine/sources/effect_editor_shader_complexity.cpp	effect_editor_shader_complexity.h:1	target_evidence=1/1:effect_editor_shader_complexity	stubs_in_counterpart=1
engine/sources/effect_editor_shader_complexity.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_shader_complexity.h;sources/vostok/render/engine/sources/effect_editor_shader_complexity.cpp	effect_editor_shader_complexity.h:1	target_evidence=1/1:effect_editor_shader_complexity	stubs_in_counterpart=1
engine/sources/effect_editor_show_batched_geometry.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_batched_geometry.cpp;sources/vostok/render/engine/sources/effect_editor_show_batched_geometry.h	effect_editor_show_batched_geometry.h:1	target_evidence=1/1:effect_editor_show_batched_geometry	stubs_in_counterpart=1
engine/sources/effect_editor_show_batched_geometry.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_batched_geometry.cpp;sources/vostok/render/engine/sources/effect_editor_show_batched_geometry.h	effect_editor_show_batched_geometry.h:1	target_evidence=1/1:effect_editor_show_batched_geometry	stubs_in_counterpart=1
engine/sources/effect_editor_show_miplevel.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_miplevel.cpp;sources/vostok/render/engine/sources/effect_editor_show_miplevel.h	effect_editor_show_miplevel.h:1	target_evidence=1/1:effect_editor_show_miplevel	stubs_in_counterpart=1
engine/sources/effect_editor_show_miplevel.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_miplevel.cpp;sources/vostok/render/engine/sources/effect_editor_show_miplevel.h	effect_editor_show_miplevel.h:1	target_evidence=1/1:effect_editor_show_miplevel	stubs_in_counterpart=1
engine/sources/effect_editor_show_overdraw.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_overdraw.cpp;sources/vostok/render/engine/sources/effect_editor_show_overdraw.h	effect_editor_show_overdraw.h:1	target_evidence=1/1:effect_editor_show_overdraw	stubs_in_counterpart=1
engine/sources/effect_editor_show_overdraw.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_show_overdraw.cpp;sources/vostok/render/engine/sources/effect_editor_show_overdraw.h	effect_editor_show_overdraw.h:1	target_evidence=1/1:effect_editor_show_overdraw	stubs_in_counterpart=1
engine/sources/effect_editor_texture_density.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_texture_density.h;sources/vostok/render/engine/sources/effect_editor_texture_density.cpp	effect_editor_texture_density.h:1	target_evidence=1/1:effect_editor_texture_density	stubs_in_counterpart=1
engine/sources/effect_editor_texture_density.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_texture_density.h;sources/vostok/render/engine/sources/effect_editor_texture_density.cpp	effect_editor_texture_density.h:1	target_evidence=1/1:effect_editor_texture_density	stubs_in_counterpart=1
engine/sources/effect_editor_wireframe_accumulation.cpp	BASENAME	sources/vostok/render/engine/sources/effect_editor_wireframe_accumulation.cpp;sources/vostok/render/engine/sources/effect_editor_wireframe_accumulation.h	effect_editor_wireframe_accumulation.h:1	target_evidence=1/1:effect_editor_wireframe_accumulation	stubs_in_counterpart=1
engine/sources/effect_editor_wireframe_accumulation.h	BASENAME	sources/vostok/render/engine/sources/effect_editor_wireframe_accumulation.cpp;sources/vostok/render/engine/sources/effect_editor_wireframe_accumulation.h	effect_editor_wireframe_accumulation.h:1	target_evidence=1/1:effect_editor_wireframe_accumulation	stubs_in_counterpart=1
engine/sources/effect_eye_adaptation.cpp	BASENAME	sources/vostok/render/engine/sources/effect_eye_adaptation.cpp;sources/vostok/render/engine/sources/effect_eye_adaptation.h	effect_eye_adaptation.h:1	target_evidence=1/1:effect_eye_adaptation	stubs_in_counterpart=1
engine/sources/effect_eye_adaptation.h	BASENAME	sources/vostok/render/engine/sources/effect_eye_adaptation.cpp;sources/vostok/render/engine/sources/effect_eye_adaptation.h	effect_eye_adaptation.h:1	target_evidence=1/1:effect_eye_adaptation	stubs_in_counterpart=1
engine/sources/effect_fill_reflective_shadow_map.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fill_reflective_shadow_map.cpp;sources/vostok/render/engine/sources/effect_fill_reflective_shadow_map.h	effect_fill_reflective_shadow_map.h:1	target_evidence=1/1:effect_fill_reflective_shadow_map	stubs_in_counterpart=1
engine/sources/effect_fill_reflective_shadow_map.h	BASENAME	sources/vostok/render/engine/sources/effect_fill_reflective_shadow_map.cpp;sources/vostok/render/engine/sources/effect_fill_reflective_shadow_map.h	effect_fill_reflective_shadow_map.h:1	target_evidence=1/1:effect_fill_reflective_shadow_map	stubs_in_counterpart=1
engine/sources/effect_fix_irradiance_texture.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fix_irradiance_texture.h;sources/vostok/render/engine/sources/effect_fix_irradiance_texture.cpp	effect_fix_irradiance_texture.h:1	target_evidence=1/1:effect_fix_irradiance_texture	stubs_in_counterpart=1
engine/sources/effect_fix_irradiance_texture.h	BASENAME	sources/vostok/render/engine/sources/effect_fix_irradiance_texture.h;sources/vostok/render/engine/sources/effect_fix_irradiance_texture.cpp	effect_fix_irradiance_texture.h:1	target_evidence=1/1:effect_fix_irradiance_texture	stubs_in_counterpart=1
engine/sources/effect_forward_system.cpp	BASENAME	sources/vostok/render/engine/sources/effect_forward_system.h;sources/vostok/render/engine/sources/effect_forward_system.cpp	effect_forward_system.h:1	target_evidence=1/1:effect_forward_system	stubs_in_counterpart=1
engine/sources/effect_forward_system.h	BASENAME	sources/vostok/render/engine/sources/effect_forward_system.h;sources/vostok/render/engine/sources/effect_forward_system.cpp	effect_forward_system.h:1	target_evidence=1/1:effect_forward_system	stubs_in_counterpart=1
engine/sources/effect_fstage_blend_subuv_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_blend_subuv_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_blend_subuv_materials.h	effect_fstage_blend_subuv_materials.h:1	target_evidence=1/1:effect_fstage_blend_subuv_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_blend_subuv_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_blend_subuv_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_blend_subuv_materials.h	effect_fstage_blend_subuv_materials.h:1	target_evidence=1/1:effect_fstage_blend_subuv_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_default_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_default_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_default_materials.h	effect_fstage_default_materials.h:1	target_evidence=1/1:effect_fstage_default_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_default_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_default_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_default_materials.h	effect_fstage_default_materials.h:1	target_evidence=1/1:effect_fstage_default_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_fire_fresnel_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_fire_fresnel_materials.h;sources/vostok/render/engine/sources/effect_fstage_fire_fresnel_materials.cpp	effect_fstage_fire_fresnel_materials.h:1	target_evidence=1/1:effect_fstage_fire_fresnel_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_fire_fresnel_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_fire_fresnel_materials.h;sources/vostok/render/engine/sources/effect_fstage_fire_fresnel_materials.cpp	effect_fstage_fire_fresnel_materials.h:1	target_evidence=1/1:effect_fstage_fire_fresnel_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_smoke_custom_lighted_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_smoke_custom_lighted_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_smoke_custom_lighted_materials.h	effect_fstage_smoke_custom_lighted_materials.h:1	target_evidence=1/1:effect_fstage_smoke_custom_lighted_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_smoke_custom_lighted_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_smoke_custom_lighted_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_smoke_custom_lighted_materials.h	effect_fstage_smoke_custom_lighted_materials.h:1	target_evidence=1/1:effect_fstage_smoke_custom_lighted_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_soft_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_soft_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_soft_materials.h	effect_fstage_soft_materials.h:1	target_evidence=1/1:effect_fstage_soft_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_soft_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_soft_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_soft_materials.h	effect_fstage_soft_materials.h:1	target_evidence=1/1:effect_fstage_soft_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_volume_cone_base_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_volume_cone_base_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_volume_cone_base_materials.h	effect_fstage_volume_cone_base_materials.h:1	target_evidence=1/1:effect_fstage_volume_cone_base_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_volume_cone_base_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_volume_cone_base_materials.cpp;sources/vostok/render/engine/sources/effect_fstage_volume_cone_base_materials.h	effect_fstage_volume_cone_base_materials.h:1	target_evidence=1/1:effect_fstage_volume_cone_base_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_volume_sphere_base_materials.cpp	BASENAME	sources/vostok/render/engine/sources/effect_fstage_volume_sphere_base_materials.h;sources/vostok/render/engine/sources/effect_fstage_volume_sphere_base_materials.cpp	effect_fstage_volume_sphere_base_materials.h:1	target_evidence=1/1:effect_fstage_volume_sphere_base_materials	stubs_in_counterpart=1
engine/sources/effect_fstage_volume_sphere_base_materials.h	BASENAME	sources/vostok/render/engine/sources/effect_fstage_volume_sphere_base_materials.h;sources/vostok/render/engine/sources/effect_fstage_volume_sphere_base_materials.cpp	effect_fstage_volume_sphere_base_materials.h:1	target_evidence=1/1:effect_fstage_volume_sphere_base_materials	stubs_in_counterpart=1
engine/sources/effect_gather_bloom.cpp	BASENAME	sources/vostok/render/engine/sources/effect_gather_bloom.h;sources/vostok/render/engine/sources/effect_gather_bloom.cpp	effect_gather_bloom.h:1	target_evidence=1/1:effect_gather_bloom	stubs_in_counterpart=1
engine/sources/effect_gather_bloom.h	BASENAME	sources/vostok/render/engine/sources/effect_gather_bloom.h;sources/vostok/render/engine/sources/effect_gather_bloom.cpp	effect_gather_bloom.h:1	target_evidence=1/1:effect_gather_bloom	stubs_in_counterpart=1
